month,trades,pf,winrate,dd,gp,gl
2023-09,4,0.051609538070656005,50.0,-0.5330630554022275,2.3946284689809616,-46.38619539661491
2023-10,5,0.261708512791553,40.0,-0.5897953438977144,15.47253558225051,-59.07079068421587
2023-11,8,0.01632984150927464,12.5,-1.3213445185844996,2.180252720160306,-134.31470457861064
2023-12,8,0.22082713165297668,50.0,-0.6899983597515313,18.328480168049357,-83.08828232948557
2024-01,4,1.1515375335022113,75.0,-0.23068936511524418,21.109208459346327,-18.361405410768477
2024-02,7,0.012991884914781286,14.285714285714285,-0.9070033352490459,1.1889130017710627,-91.88924652667606
2024-03,3,9.431322828297173e-05,33.33333333333333,-0.38365316994010135,0.003230503621873382,-34.34054702021237
2024-04,6,0.056325794909946464,16.666666666666664,-1.0259929351306152,6.125832093942403,-108.72512560700403
2024-05,3,0.4627999801756678,66.66666666666666,-0.2743974780146985,8.537732044500386,-18.465347493970583
2024-06,4,0.0036627293500810076,25.0,-0.6736094417450822,0.24725963046037513,-67.36260973872396
2024-07,4,0.3315222595381779,75.0,-0.257978845316853,5.806801535229608,-17.52367599807215
2024-08,10,0.034000886787127295,10.0,-1.7043712094065855,5.42627244275074,-161.03558309523308
2024-09,8,0.49235053490130426,62.5,-0.4018727388071963,18.064414737789953,-36.70587513989918
2024-10,1,0.0,0.0,-0.24854195512721278,0.0,-22.59276141765897
2024-11,7,1.3050424770634932,71.42857142857143,-0.42366062461797194,61.31523661835697,-47.07039294526848
2024-12,5,0.3858878459904563,60.0,-0.43010044981370843,16.56113909488738,-43.01762504469968
2025-01,8,0.36163301307025103,50.0,-0.8144829887725913,36.641434092862625,-101.51760235611373
2025-02,5,0.7111017356517162,60.0,-0.32821322764686744,29.234275504072542,-41.17688790755204
2025-03,2,12.047560435623419,50.0,-0.10467151387065776,3.774852514015194,-0.31326998295192965
2025-04,3,2.3034885966076017,66.66666666666666,-0.21819458002637626,50.21436255056554,-21.819458002637013
2025-05,5,0.0,0.0,-1.2357448451174147,0.0,-121.78045040567527
2025-06,7,0.2711243002403964,42.857142857142854,-0.8722849833317281,23.936348179330118,-88.30936689030652
2025-07,4,0.0,0.0,-0.9889131071887269,0.0,-98.89131071887319
2025-08,8,0.01867629990188307,12.5,-1.4762501759802982,2.7173924941858036,-145.6459471231507
